,Tipo,Dormitórios,Banheiros,Garagens,Bairro,Valor,Suítes,Mobiliado
29,Casa Padrão,3,2,1, Vila Prado,1625.0,0,Sim
30,Apartamento Padrão,2,1,1, Jardim Jockei Club A,1042.5,0,Não
31,Apartamento Padrão,2,1,1, Parque Santa Felícia Jardim,833.75,0,Sim
32,Apartamento Padrão,2,1,1, Jardim Nova São Carlos,833.75,0,Sim
33,Casa Padrão,3,1,2, Azulville II,1945.0,1,Sim
34,Casa Padrão,2,1,2, Prolongamento Jardim Medeiros,833.75,0,Não
35,Casa Padrão,2,1,2, Jardim Araucária,903.75,0,Não
36,Apartamento Padrão,2,1,1, Jardim Santa Paula,1250.0,0,Sim
37,Casa Padrão,3,2,8, Jardim Sao Carlos,3500.0,1,Sim
38,Apartamento Kitnet,2,1,1, Cidade Jardim,1667.5,0,Sim
39,Apartamento Padrão,3,1,2, Parque Faber Castell I,5278.75,1,Sim
40,Apartamento Padrão,2,1,1, Romeu Santini,695.0,0,Sim
41,Casa Padrão,1,1,0, Vila Sonia,1875.0,0,Sim
42,Casa Padrão,2,1,2, Jardim Ricetti,3756.25,1,Sim
43,Apartamento Padrão,2,1,1, Parque Santa Felícia Jardim,1050.0,0,Sim
44,Casa Padrão,1,3,0, Centro,5556.25,0,Sim
45,Apartamento Padrão,2,1,2, Residencial Parati,972.5,0,Sim
46,Casa Padrão,3,2,1, Jardim Macarengo,3195.0,0,Sim
47,Apartamento Padrão,2,1,1, Recreio São Judas Tadeu,937.5,0,Sim
48,Apartamento Padrão,2,1,1, Jardim Nova Sao Carlos,1111.25,0,Sim
49,Apartamento Padrão,2,1,1, Parque Fehr,1002.5,0,Sim
50,Apartamento Padrão,2,1,0, Romeu Santini,833.75,0,Sim
51,Apartamento Kitchnet ...,2,1,0, Vila Brasília,992.5,0,Não
52,Apartamento Kitchnet ...,2,1,0, Vila Brasília,937.5,0,Não
53,Apartamento Kitnet,2,1,0, Vila Brasília,937.5,0,Não
54,Apartamento Padrão,2,1,1, Parque Faber Castell I,2250.0,1,Sim
55,Apartamento Padrão,3,2,2, Loteamento São Carlos Club,3125.0,3,Não
56,Casa Padrão,2,1,1, Centro,2250.0,0,Sim
57,Casa Padrão,2,1,1, Jardim Social Belvedere,1043.75,0,Sim
58,Casa Condomínio,3,3,4, Bosque de São Carlos,4861.25,1,Sim
59,Casa Padrão,3,1,1, Jardim Nova Santa Paula,2875.0,1,Sim
60,Casa Padrão,2,2,2, Núcleo Residencial Silvio Vilar,5000.0,0,Sim
61,Apartamento Padrão,2,1,1, Parque Fehr,1107.39,0,Sim
62,Apartamento Padrão,2,1,1, Jardim São João Batista,1390.0,0,Não
63,Apartamento Kitnet,1,1,0, Vila Costa do Sol,600.0,0,Sim
64,Casa Sobrado,4,2,2, Jardim das Torres,3437.5,1,Não
65,Apartamento Padrão,2,1,1, Parque Sabará,1318.75,0,Sim
66,Apartamento Padrão,3,1,2, Centro,3056.25,3,Sim
67,Apartamento Padrão,3,1,1, Centro,1667.5,1,Sim
68,Apartamento Padrão,1,1,1, Vila Celina,1588.5,0,Sim
69,Casa Padrão,1,1,0, Jardim Centenário,903.75,0,Sim
70,Apartamento Padrão,3,1,3, Parque Faber Castell I,4750.0,3,Sim
71,Apartamento Padrão,2,1,1, Vila São José,1042.5,1,Sim
72,Casa Condomínio,3,1,1, Jardim Sao Carlos,2387.5,1,Sim
73,Casa Condomínio,3,1,1, Jardim Sao Carlos,2200.0,1,Sim
74,Casa Condomínio,3,1,1, Jardim Sao Carlos,3155.0,1,Sim
75,Apartamento Padrão,2,1,1, Jardim Macarengo,2500.0,0,Sim
76,Apartamento Padrão,1,1,0, Jardim Lutfalla,2175.0,0,Sim
77,Apartamento Padrão,2,1,1, Recreio São Judas Tadeu,2500.0,0,Sim
78,Apartamento Padrão,2,1,1, Centro,962.5,1,Sim
79,Apartamento Padrão,1,1,0, Vila Costa do Sol,972.5,0,Sim
80,Casa Padrão,3,1,2, Jardim Social Belvedere,2083.75,1,Não
81,Casa Padrão,3,1,2, Jardim Brasil,4375.0,1,Sim
82,Apartamento Padrão,2,1,1, Centro,1390.0,0,Sim
83,Apartamento Padrão,2,1,1, Vila Izabel,1687.5,0,Sim
84,Casa Condomínio,2,1,2, Agua Vermelha,1062.5,0,Sim
85,Casa Sobrado,3,3,1, Centro,5556.25,1,Sim
86,Casa Condomínio,3,2,1, Parque dos Ipês,4893.75,1,Sim
87,Apartamento Padrão,2,1,0, Vila Brasília,937.5,0,Sim
88,Casa Padrão,2,1,1, Jardim São João Batista,1668.75,0,Sim
89,Casa Condomínio,2,2,5, Residencial Parati,2083.75,0,Sim
90,Casa Sobrado,4,1,3, Centro,11250.0,4,Sim
91,Apartamento Padrão,2,1,1, Jardim Sao Carlos,1320.0,0,Sim
92,Apartamento Padrão,2,1,1, Cidade Jardim,1470.41,1,Sim
93,Apartamento Padrão,2,1,1, Vila Rancho Velho,1187.5,0,Sim
94,Casa Condomínio,3,2,2, Condomínio Residencial Quebec,6250.0,1,Não
95,Casa Condomínio,2,1,2, Agua Vermelha,1111.25,0,Não
96,Apartamento Padrão,2,1,1, Parque Fehr,833.75,0,Sim
97,Casa Padrão,3,1,2, Jardim Sao Carlos,3202.5,1,Sim
98,Apartamento Padrão,2,1,0, Residencial Parati,916.25,0,Sim
99,Casa Sobrado,3,1,2, Vila Monteiro Gleba I,3250.0,1,Sim
100,Apartamento Padrão,1,1,0, Vila Costa Do Sol,875.0,0,Sim
101,Casa Padrão,2,1,2, Jardim Beatriz,1000.0,0,Sim
102,Apartamento Padrão,1,1,0, Jardim Paraíso,1720.0,0,Sim
103,Apartamento Padrão,2,1,1, Parque Fehr,833.75,0,Sim
104,Casa Condomínio,4,3,2, Residencial Eldorado,8125.0,4,Sim
105,Casa Condomínio,2,1,2, Jardim Tangará,765.0,0,Não
106,Apartamento Padrão,2,1,0, Jardim Paraíso,1750.0,0,Sim
107,Casa Padrão,5,1,4, Vila Costa do Sol,3750.0,2,Sim
108,Apartamento Padrão,1,1,1, Jardim Lutfalla,972.5,0,Sim
109,Apartamento Padrão,3,1,1, Jardim Sao Carlos,1528.75,1,Sim
110,Casa Padrão,3,3,2, Jardim Paraíso,4375.0,1,Sim
111,Apartamento Padrão,2,1,1, Parque Fehr,833.75,0,Sim
112,Apartamento Padrão,2,1,1, Parque Arnold Schimidt,1439.26,0,Sim
113,Apartamento Padrão,1,1,1, Jardim Macarengo,1667.5,0,Sim
114,Casa Sobrado,4,1,2, Jardim Cardinali,3890.0,2,Sim
115,Casa Padrão,2,1,2, Jardim Bandeirantes,2375.0,1,Sim
116,Casa Condomínio,2,1,1, Jardim Tangará,1081.25,0,Sim
117,Apartamento Kitnet,1,1,0, Jardim Sao Rafael,972.5,0,Não
118,Apartamento Kitnet,1,1,0, Jardim Sao Rafael,902.5,0,Não
119,Casa Condomínio,3,1,4, Swiss Park Residencial,10417.5,3,Sim
120,Casa Padrão,3,1,2, Vila Prado,1687.5,0,Sim
121,Apartamento Padrão,2,1,1, Vila Izabel,765.0,0,Sim
122,Casa Condomínio,2,1,2, Agua Vermelha,1525.0,0,Sim
123,Casa Condomínio,3,1,2, Recanto do Bosque,2640.0,1,Sim
124,Casa Condomínio,3,2,2, Recanto do Bosque,2640.0,1,Sim
125,Apartamento Padrão,2,1,1, Parque Sabará,1500.0,0,Sim
126,Apartamento Padrão,3,2,1, Jardim Sao Carlos,1390.0,1,Sim
127,Apartamento Kitchnet ...,2,1,0, Vila Brasília,973.75,0,Não
128,Apartamento Padrão,1,1,0, Parque Arnold Schimidt,2500.0,0,Sim
129,Casa Condomínio,2,1,1, Jardim Ipanema,1111.25,0,Sim
130,Casa Padrão,3,1,3, Vila Faria,6945.0,1,Não
131,Apartamento Padrão,2,1,1, Romeu Santini,1125.0,0,Não
132,Casa Condomínio,2,1,2, Jardim Ipanema,2562.9,1,Sim
133,Casa Padrão,1,1,0, Vila Alpes,1068.75,0,Não
134,Casa Padrão,3,1,2, Jardim Acapulco,3472.5,1,Sim
135,Casa Padrão,3,3,2, Centro,2500.0,1,Sim
136,Apartamento Kitnet,1,1,1, Recreio dos Bandeirantes,695.0,1,Sim
137,Casa Padrão,2,1,1, Vila Vista Alegre,2085.0,0,Sim
138,Casa Padrão,2,1,1, Centro,1737.5,0,Não
139,Casa Padrão,3,1,1, Jardim Tangará,1500.0,1,Sim
140,Apartamento Padrão,2,1,1, Jardim das Torres,725.0,0,Sim
141,Casa Padrão,2,1,1, Centro,2312.5,0,Sim
142,Casa Padrão,2,2,1, Vila Costa do Sol,1390.0,1,Sim
143,Casa Padrão,1,1,0, Centro,2083.75,0,Não
144,Casa Padrão,4,2,2, Centro,2220.0,0,Sim
145,Casa Padrão,4,1,3, Jardim Lutfalla,4861.25,1,Sim
146,Casa Condomínio,3,1,2, Condominio Parque Residencial Damha II,6945.0,1,Sim
147,Apartamento Padrão,1,1,0, Jardim Paraíso,903.75,0,Não
148,Apartamento Padrão,1,1,0, Jardim Paraíso,903.75,0,Sim
149,Apartamento Kitnet,1,1,0, Jardim Paraíso,903.75,0,Sim
150,Apartamento Padrão,1,1,0, Jardim Paraíso,903.75,0,Não
151,Apartamento Kitnet,1,1,0, Jardim Paraíso,903.75,0,Sim
152,Apartamento Padrão,1,1,0, Jardim Paraíso,1042.5,0,Sim
153,Apartamento Kitnet,1,1,0, Jardim Paraíso,1042.5,0,Sim
154,Apartamento Padrão,1,1,0, Jardim Paraíso,1042.5,0,Sim
155,Apartamento Padrão,2,1,1, Jardim Tangará,1111.25,0,Sim
156,Apartamento Padrão,2,1,1, Jardim Tangará,1111.25,0,Sim
157,Apartamento Padrão,2,1,1, Parque Arnold Schimidt,2083.75,1,Sim
158,Apartamento Padrão,2,1,1, Residencial Parati,1278.75,0,Sim
159,Apartamento Padrão,2,2,1, Parque Faber Castell I,2715.45,1,Sim
160,Apartamento Padrão,2,1,1, Parque Fehr,1111.25,0,Sim
161,Apartamento Padrão,1,1,1, Jardim Bandeirantes,1565.0,0,Sim
162,Apartamento Kitchnet ...,1,1,1, Recreio dos Bandeirantes,687.5,0,Não
163,Casa Condomínio,4,2,2, Parque dos Timburis,3472.5,1,Não
164,Apartamento Padrão,1,1,1, Jardim Paraíso,1000.0,0,Sim
165,Apartamento Padrão,1,1,1, Jardim Sao Carlos,972.5,0,Sim
166,Apartamento Padrão,2,1,1, Parque Fehr,833.75,0,Sim
167,Apartamento Padrão,2,1,1, Jardim Nova Sao Carlos,1081.25,0,Sim
168,Apartamento Kitnet,1,1,0, Parque Santa Felícia Jardim,937.5,0,Sim
169,Apartamento Kitnet,1,1,0, Parque Santa Felícia Jardim,862.5,0,Sim
170,Apartamento Padrão,2,1,1, Vila Monteiro Gleba I,2778.75,1,Sim
171,Apartamento Padrão,1,1,0, Jardim Sao Carlos,1000.0,0,Sim
172,Apartamento Cobertura,3,1,2, Parque Faber Castell I,8750.0,2,Sim
173,Apartamento Padrão,2,1,1, Jardim Paraíso,2500.0,1,Sim
174,Apartamento Padrão,3,1,0, Jardim Alvorada,1601.23,1,Sim
175,Apartamento Padrão,2,1,1, Romeu Santini,833.75,0,Não
176,Apartamento Padrão,1,1,1, Jardim Paraíso,1250.0,0,Sim
177,Apartamento Padrão,2,1,1, Cidade Jardim,1667.5,1,Sim
178,Casa Padrão,3,2,2, Núcleo Residencial Silvio Vilar,6250.0,1,Sim
179,Apartamento Padrão,1,1,1, Parque Arnold Schimidt,2250.0,0,Sim
180,Apartamento Kitchnet ...,2,1,0, Vila Brasília,937.5,0,Não
181,Casa Padrão,2,1,2, Cidade Aracy II,1062.5,0,Sim
182,Apartamento Padrão,2,1,1, Jardim Nova Sao Carlos,1111.25,0,Sim
183,Apartamento Padrão,3,1,1, Centro,2462.5,1,Sim
184,Apartamento Cobertura,3,1,4, Parque Faber Castell I,6945.0,1,Sim
185,Casa Sobrado,2,1,0, Centro,2125.0,0,Sim
186,Apartamento Padrão,1,1,1, Parque Arnold Schimidt,875.0,0,Sim
187,Apartamento Padrão,2,1,0, Jardim Centenário,1237.5,0,Sim
188,Casa Condomínio,3,1,2, Jardim Ipanema,2570.0,1,Sim
189,Apartamento Padrão,2,1,1, Jardim das Torres,833.75,0,Sim
190,Casa Padrão,2,1,0, Jardim Social Belvedere,972.5,1,Sim
191,Apartamento Padrão,2,1,1, Jardim Paraíso,1885.0,0,Sim
192,Apartamento Padrão,2,1,0, Jardim Nova Sao Carlos,931.25,0,Sim
193,Casa Padrão,3,1,0, Vila Monteiro Gleba I,5000.0,0,Sim
194,Apartamento Padrão,2,1,1, Residencial Parati,833.75,0,Sim
195,Apartamento Padrão,2,1,1, Vila Izabel,859.38,0,Sim
196,Apartamento Padrão,1,1,0, Cidade Jardim,875.0,0,Sim
197,Casa Padrão,2,1,0, Centro,2000.0,0,Sim
198,Casa Padrão,2,1,0, Vila Rancho Velho,750.0,0,Não
199,Casa Padrão,2,1,0, Chácara Parque Club,1083.75,0,Não
200,Casa Padrão,1,1,0, Jardim Lutfalla,756.81,0,Não
201,Casa Padrão,4,2,1, Centro,3750.0,0,Sim
202,Apartamento Padrão,2,1,1, Parque Arnold Schimidt,1439.26,0,Sim
203,Apartamento Padrão,2,1,1, Residencial Parati,765.0,0,Sim
204,Casa Padrão,2,1,0, Vila Monteiro Gleba I,2062.5,0,Sim
205,Casa Padrão,5,1,0, Planalto Paraíso,5675.0,3,Sim
206,Apartamento Padrão,1,1,1, Jardim Bandeirantes,695.0,0,Sim
207,Apartamento Padrão,3,1,1, Vila Brasília,1187.5,1,Sim
208,Casa Padrão,5,4,2, Jardim Lutfalla,4167.5,3,Sim
209,Apartamento Padrão,2,1,1, Recreio São Judas Tadeu,937.5,0,Sim
210,Casa Padrão,3,1,1, Tijuco Preto,1718.75,0,Sim
211,Apartamento Padrão,2,1,1, Jardim Ipanema,833.75,0,Sim
212,Apartamento Padrão,2,1,2, Residencial Parati,833.75,0,Sim
213,Casa Padrão,4,1,3, Vila Carmem,5556.25,4,Sim
214,Apartamento Padrão,2,1,1, Romeu Santini,972.5,0,Sim
215,Casa Padrão,4,1,2, Vila Prado,3750.0,2,Sim
216,Apartamento Padrão,1,1,0, Jardim Lutfalla,1700.0,0,Sim
217,Apartamento Padrão,1,1,1, Jardim Santa Paula,1390.0,0,Sim
218,Apartamento Padrão,2,1,1, Jardim Gibertoni,2496.25,1,Sim
219,Casa Padrão,4,2,4, Centro,6250.0,2,Sim
220,Casa Padrão,2,1,2, Vila Boa Vista I,1900.0,0,Sim
221,Apartamento Padrão,3,1,1, Jardim Alvorada,2000.0,1,Sim
222,Casa Padrão,1,1,1, Jardim Botafogo,1500.0,0,Sim
223,Apartamento Padrão,2,1,1, Cidade Jardim,1812.5,0,Sim
224,Apartamento Padrão,2,1,1, Jardim Bethânia,1612.5,1,Sim
225,Apartamento Padrão,3,2,1, Jardim Alvorada,1250.0,0,Sim
226,Apartamento Padrão,2,1,1, Residencial Parati,875.0,0,Sim
227,Casa Padrão,1,1,0, Parque Fehr,2212.5,0,Sim
228,Apartamento Padrão,3,1,1, Parque Faber Castell I,1528.75,1,Sim
229,Apartamento Padrão,3,2,1, Centro,1406.25,0,Sim
230,Apartamento Padrão,2,1,2, Parque Arnold Schimidt,1390.0,0,Sim
231,Apartamento Padrão,2,1,8, Centreville,1500.0,2,Sim
232,Apartamento Padrão,3,1,8, Centreville,1625.0,1,Sim
233,Casa Padrão,2,1,8, Residencial Samambaia,1806.25,0,Sim
234,Apartamento Padrão,2,1,0, Cidade Jardim,1500.0,0,Sim
235,Casa Padrão,3,1,6, Parque Arnold Schimidt,12500.0,3,Sim
236,Apartamento Duplex,4,1,4, Centro,3750.0,2,Sim
237,Apartamento Padrão,2,1,1, Recreio São Judas Tadeu,1042.5,0,Sim
238,Casa Sobrado,4,2,2, Jardim Macarengo,12500.0,3,Sim
239,Apartamento Padrão,1,1,1, Parque Arnold Schimidt,1000.0,0,Sim
240,Apartamento Padrão,2,1,1, Centro,1812.5,0,Sim
241,Casa Padrão,2,1,1, Jardim Botafogo,1390.0,0,Sim
242,Casa Padrão,1,1,0, Parque Santa Felícia Jardim,1393.75,0,Sim
243,Apartamento Padrão,2,1,0, Jardim Nova Sao Carlos,972.5,0,Sim
244,Casa Sobrado,4,1,8, Jardim Macarengo,6250.0,1,Sim
245,Casa Padrão,5,1,6, Vila Celina,8333.75,3,Sim
246,Apartamento Padrão,1,1,1, Jardim Alvorada,1056.25,0,Sim
247,Apartamento Padrão,1,1,1, Núcleo Residencial Silvio Vilar,972.5,0,Sim
248,Casa Padrão,2,1,0, Centro,2083.75,1,Sim
249,Casa Padrão,2,2,2, Vila Boa Vista I,1875.0,1,Sim
250,Apartamento Kitnet,1,1,1, Parque Santa Felícia Jardim,972.5,0,Sim
251,Casa Padrão,1,1,1, Jardim Tangará,1042.5,0,Sim
252,Casa Padrão,3,2,10, Vila Faria,6250.0,3,Sim
253,Apartamento Padrão,2,1,1, Parque Sabará,2508.75,1,Sim
254,Apartamento Padrão,1,1,0, Centro,1187.5,0,Sim
255,Casa Padrão,5,2,2, Centro,9722.5,1,Sim
256,Apartamento Padrão,2,1,0, Jardim Hikare,1390.0,0,Sim
257,Apartamento Padrão,1,1,0, Vila Celina,835.0,0,Sim
258,Apartamento Padrão,1,1,0, Vila Costa do Sol,1128.75,0,Sim
259,Casa Padrão,3,1,1, Parque Arnold Schimidt,3472.5,1,Sim
260,Casa Padrão,2,1,1, Parque Santa Felícia Jardim,1587.5,0,Sim
261,Casa Padrão,3,1,2, Jardim Nova Santa Paula,3472.5,1,Sim
262,Casa Padrão,2,2,2, Jardim Brasil,3472.5,1,Sim
263,Apartamento Padrão,2,1,1, Jardim Paraíso,1750.0,0,Sim
264,Casa Condomínio,4,1,8, Residencial Samambaia,5000.0,1,Sim
265,Apartamento Kitnet,2,1,0, Centreville,1112.5,0,Sim
266,Apartamento Padrão,3,1,2, Parque Faber Castell I,4825.0,1,Sim
267,Casa Padrão,1,1,0, Vila Boa Vista I,1500.0,1,Sim
268,Casa Padrão,5,2,0, Vila Monteiro Gleba I,2250.0,0,Sim
269,Casa Condomínio,2,1,2, Jardim Ipanema,1250.0,1,Não
270,Casa Padrão,2,1,1, Centro,2083.75,0,Sim
271,Apartamento Padrão,3,1,1, Vila Brasília,1250.0,1,Sim
272,Apartamento Padrão,1,1,0, Jardim Sao Carlos,1390.0,1,Sim
273,Apartamento Padrão,1,1,0, Jardim Sao Carlos,1390.0,1,Sim
274,Apartamento Padrão,1,1,0, Jardim Sao Carlos,1390.0,1,Sim
275,Apartamento Padrão,1,1,0, Jardim São Carlos,1390.0,1,Sim
276,Apartamento Padrão,1,1,0, Jardim São Carlos,1390.0,1,Sim
277,Casa Padrão,3,1,0, Jardim Sao Carlos,2362.5,0,Sim
278,Apartamento Padrão,2,1,1, Centro,1736.25,0,Sim
279,Apartamento Padrão,2,1,1, Vila Monteiro,2237.5,1,Sim
280,Apartamento Cobertura,3,1,2, Jardim Gibertoni,4311.25,2,Sim
281,Apartamento Padrão,2,1,1, Vila Irene,1042.5,0,Sim
282,Apartamento Padrão,4,2,1, Centro,1500.0,0,Não
283,Apartamento Padrão,2,1,1, Parque Faber Castell I,1587.5,1,Sim
284,Apartamento Padrão,2,1,1, Jardim Ipanema,1111.25,0,Sim
285,Apartamento Kitnet,1,1,0, Jardim Paraíso,695.0,0,Não
286,Apartamento Kitnet,1,1,0, Jardim Paraíso,695.0,0,Não
287,Apartamento Kitnet,1,1,0, Jardim Paraíso,695.0,0,Sim
288,Apartamento Kitnet,1,1,0, Jardim Paraíso,695.0,0,Não
289,Casa Padrão,3,1,2, Jardim Tangará,1667.5,0,Sim
290,Apartamento Padrão,2,1,1, Jardim Santa Paula,2860.0,0,Sim
291,Apartamento Padrão,1,3,1, Centro,1225.0,0,Sim
292,Apartamento Padrão,2,1,1, Parque Santa Marta,1562.5,1,Sim
293,Apartamento Padrão,1,1,0, Jardim Sao Carlos,1125.0,0,Sim
294,Apartamento Padrão,1,1,0, Jardim Sao Carlos,1125.0,0,Sim
295,Apartamento Padrão,1,1,0, Jardim Sao Carlos,1125.0,0,Sim
296,Apartamento Padrão,1,1,0, Jardim Sao Carlos,1125.0,0,Sim
297,Apartamento Padrão,1,1,0, Jardim Sao Carlos,1125.0,0,Sim
298,Apartamento Padrão,1,1,0, Jardim Sao Carlos,1125.0,0,Sim
299,Apartamento Padrão,1,1,0, Jardim São Carlos,1125.0,0,Sim
300,Apartamento Padrão,1,1,0, Jardim Sao Carlos,1125.0,0,Sim
301,Apartamento Padrão,1,1,0, Jardim Sao Carlos,1125.0,0,Sim
302,Apartamento Padrão,1,1,0, Jardim São Carlos,1125.0,0,Sim
303,Casa Padrão,5,1,2, Jardim Centenário,5556.25,2,Sim
304,Apartamento Padrão,2,1,1, Jardim Nova Sao Carlos,695.0,0,Sim
305,Apartamento Padrão,2,1,1, Parque Arnold Schimidt,1925.0,0,Sim
306,Apartamento Padrão,1,1,0, Jardim Bandeirantes,972.5,0,Sim
307,Casa Padrão,4,2,4, Parque dos Timburis,4861.25,1,Sim
308,Apartamento Padrão,2,1,1, Vila Marcelino,1181.25,0,Sim
309,Casa Padrão,3,1,1, Vila Monteiro Gleba I,2500.0,0,Sim
310,Apartamento Padrão,1,1,1, Parque Arnold Schimidt,1125.0,0,Sim
311,Apartamento Padrão,2,1,1, Recreio São Judas Tadeu,1390.0,0,Sim
312,Casa Condomínio,3,1,4, Condominio Residencial Montreal,6875.0,1,Sim
313,Casa Sobrado,2,2,0, Parque Santa Felícia Jardim,1562.5,1,Não
314,Apartamento Padrão,2,2,2, Jardim Paraíso,1111.25,0,Sim
315,Apartamento Kitchnet ...,1,1,0, Loteamento Habitacional São Car,695.0,1,Não
316,Apartamento Padrão,1,1,0, Jardim Santa Paula,695.0,0,Sim
317,Apartamento Padrão,2,1,1, Jardim Paraíso,1667.5,1,Não
318,Casa Padrão,3,1,1, Vila Monteiro Gleba I,1806.25,1,Não
319,Apartamento Padrão,3,1,1, Jardim Jockei Club A,1390.0,0,Não
320,Casa Padrão,2,1,1, Vila Boa Vista I,1687.5,0,Sim
321,Apartamento Padrão,1,1,0, Jardim Santa Paula,695.0,0,Sim
322,Apartamento Padrão,2,1,1, Centro,1667.5,0,Sim
323,Apartamento Kitnet,1,1,0, Jardim Tangará,625.0,0,Sim
324,Apartamento Kitnet,1,1,0, Jardim Tangará,556.25,0,Sim
325,Casa Padrão,2,2,1, Cidade Jardim,1625.0,0,Sim
326,Apartamento Padrão,1,1,0, Jardim Santa Paula,695.0,0,Sim
327,Apartamento Padrão,3,1,1, Parque Sabará,2125.0,1,Sim
328,Apartamento Padrão,2,1,2, Cidade Jardim,1363.83,1,Sim
329,Casa Padrão,3,2,2, Vila Monteiro Gleba I,8333.75,1,Sim
330,Apartamento Padrão,1,1,1, Parque Faber Castell I,3600.0,1,Sim
331,Apartamento Padrão,2,1,1, Parque Arnold Schimidt,1463.41,0,Sim
332,Casa Padrão,3,1,4, Parque Santa Mônica,5556.25,3,Sim
333,Casa Padrão,2,2,2, Jardim Medeiros,1111.25,0,Sim
334,Casa Sobrado,4,1,0, Parque Industrial,1806.25,1,Sim
335,Apartamento Padrão,2,1,1, Cidade Jardim,1250.0,0,Sim
336,Casa Sobrado,3,1,2, Jardim de Cresci,2875.0,1,Sim
337,Casa Padrão,3,1,2, Jardim Cruzeiro do Sul,2778.75,1,Sim
338,Casa Sobrado,3,1,2, Jardim Acapulco,4167.5,1,Sim
339,Casa Padrão,5,2,3, Centro,2778.75,1,Sim
340,Casa Condomínio,2,1,2, Jardim Ipanema,1736.25,0,Sim
341,Apartamento Padrão,2,1,1, Vila Nery,1111.25,0,Sim
342,Apartamento Padrão,2,1,0, Jardim Tangará,833.75,0,Sim
343,Apartamento Padrão,1,1,1, Vila Costa do Sol,875.0,1,Sim
344,Apartamento Padrão,1,1,0, Jardim Paraíso,1175.0,0,Sim
345,Casa Padrão,5,2,3, Vila Monteiro,6945.0,3,Sim
346,Apartamento Padrão,2,1,1, Vila Brasília,1287.5,0,Sim
347,Apartamento Padrão,3,2,1, Centro,3187.5,1,Sim
348,Apartamento Padrão,3,1,2, Recreio dos Bandeirantes,1390.0,1,Sim
349,Apartamento Padrão,3,1,2, Parque Faber Castell I,4306.25,3,Sim
350,Apartamento Padrão,2,1,0, Jardim Lutfalla,1626.34,0,Sim
351,Apartamento Padrão,2,1,1, Centro,2222.5,1,Sim
352,Apartamento Padrão,2,1,1, Jardim Gibertoni,1111.25,0,Sim
353,Apartamento Padrão,2,1,0, Jardim Paraíso,2283.75,1,Sim
354,Apartamento Padrão,2,1,0, Parque Arnold Schimidt,1390.0,0,Sim
355,Apartamento Padrão,1,1,1, Jardim Santa Paula,1433.1,0,Sim
356,Apartamento Padrão,2,1,1, Cidade Jardim,1812.5,0,Sim
357,Apartamento Padrão,3,1,2, Recreio dos Bandeirantes,1500.0,1,Sim
358,Apartamento Padrão,2,1,0, Jardim Santa Paula,2500.0,0,Sim
359,Apartamento Padrão,2,1,1, Jardim São Paulo,695.0,0,Sim
360,Casa Padrão,2,1,1, Jardim Tangará,1750.0,1,Sim
361,Apartamento Padrão,2,1,1, Jardim Gibertoni,1687.5,0,Sim
362,Apartamento Padrão,2,1,1, Parque Arnold Schimidt,875.0,0,Sim
363,Apartamento Padrão,2,1,1, Vila Nery,1250.0,0,Sim
