,Tipo,Dormitórios,Banheiros,Garagens,Bairro,Valor,Suítes,Mobiliado
364,Casa Padrão,3,1,0, Nova Estancia,2250.0,1,Sim
365,Apartamento Padrão,2,1,0, Vila Rancho Velho,972.5,0,Sim
366,Casa Padrão,3,2,0, Centro,7500.0,0,Sim
367,Apartamento Padrão,2,1,1, Jardim Brasil,875.0,0,Sim
368,Casa Padrão,4,2,1, Vila Prado,2917.5,1,Sim
369,Casa Padrão,3,6,6, Jardim Sao Carlos,15000.0,0,Sim
370,Apartamento Padrão,2,1,0, Jardim Gibertoni,3061.25,0,Sim
371,Apartamento Padrão,3,1,2, Centro,3894.15,1,Sim
372,Apartamento Padrão,3,1,1, Jardim Ipanema,1042.5,1,Sim
373,Casa Padrão,1,1,2, Parque Santa Felícia Jardim,1775.0,0,Sim
374,Apartamento Padrão,2,1,1, Jardim Gibertoni,1806.25,1,Sim
375,Apartamento Padrão,2,1,1, Recreio São Judas Tadeu,972.5,0,Sim
376,Apartamento Padrão,2,1,2, Parque Faber Castell I,4306.25,1,Sim
377,Casa Padrão,4,3,2, Centro,11111.25,2,Sim
378,Apartamento Padrão,2,2,1, Cidade Jardim,2083.75,0,Sim
379,Apartamento Padrão,1,1,1, Parque Arnold Schimidt,1125.0,0,Sim
380,Casa Padrão,2,1,0, Vila Monteiro Gleba I,1640.0,0,Sim
381,Casa Condomínio,2,2,2, Jardim Ipanema,1987.5,0,Sim
382,Casa Padrão,3,1,2, Jardim Gibertoni,1643.75,1,Sim
383,Apartamento Padrão,1,1,1, Jardim Bandeirantes,695.0,1,Sim
384,Apartamento Padrão,2,1,1, Vila Rancho Velho,875.0,0,Sim
385,Casa Padrão,3,1,2, Vila Rancho Velho,1750.0,1,Não
386,Casa Padrão,3,1,0, Vila Monteiro Gleba I,1843.75,0,Sim
387,Casa Padrão,4,2,2, Vila Monteiro,4167.5,0,Sim
388,Apartamento Padrão,2,1,1, Vila Irene,1111.25,0,Sim
389,Apartamento Padrão,2,1,2, Parque Faber Castell I,2625.0,2,Sim
390,Apartamento Padrão,2,1,1, PUREZA VILA,1390.0,0,Sim
391,Apartamento Padrão,2,1,1, Vila Rancho Velho,1127.5,0,Sim
392,Apartamento Padrão,1,1,1, Jardim Sao Carlos,868.75,0,Sim
393,Casa Condomínio,3,1,2, Condominio Residencial Village Damha I,5000.0,1,Sim
394,Apartamento Padrão,1,1,1, Centro,1042.5,0,Sim
395,Apartamento Padrão,1,1,1, Centro,1233.75,0,Sim
396,Casa Sobrado,3,2,2, Parque Santa Felícia Jardim,2847.5,1,Sim
397,Casa Padrão,4,2,3, Romeu Santini,1687.5,0,Sim
398,Apartamento Padrão,3,1,1, Centro,1500.0,1,Sim
399,Casa Padrão,4,2,4, Jardim Sao Carlos,9722.5,1,Sim
400,Apartamento Padrão,2,2,0, Centro,1667.5,0,Sim
401,Apartamento Padrão,1,1,1, Centro,1625.0,1,Sim
402,Apartamento Padrão,1,1,1, Centro,1316.44,0,Sim
403,Casa Padrão,4,2,2, Parque Arnold Schimidt,6945.0,3,Sim
404,Casa Padrão,2,1,1, Vila Boa Vista I,1500.0,0,Sim
405,Apartamento Padrão,2,1,1, Jardim Gibertoni,1625.0,0,Sim
406,Apartamento Padrão,1,1,1, Vila Pureza,1250.0,0,Sim
407,Apartamento Kitchnet ...,2,2,0, Jardim Sao Carlos,1187.5,0,Não
408,Casa Padrão,2,1,1, Centro,1806.25,0,Sim
409,Casa Padrão,3,1,2, Jardim Paulistano,3125.0,1,Sim
410,Apartamento Padrão,2,1,1, Parque Sabará,1111.25,0,Sim
411,Apartamento Padrão,1,1,1, Parque Arnold Schimidt,1125.0,0,Sim
412,Casa Padrão,2,1,1, Jardim Medeiros,1375.0,0,Sim
413,Apartamento Padrão,2,1,1, Vila Rancho Velho,937.5,0,Sim
414,Casa Padrão,5,2,3, Centro,7500.0,2,Sim
415,Casa Padrão,3,1,4, Centro,3750.0,1,Sim
416,Apartamento Padrão,1,1,0, Centro,1250.0,0,Sim
417,Apartamento Padrão,1,1,1, Jardim Alvorada,1000.0,0,Sim
418,Apartamento Padrão,3,1,2, Parque Arnold Schimidt,1667.5,1,Sim
419,Casa Padrão,4,1,2, Vila Prado,5612.5,3,Sim
420,Casa Padrão,2,1,1, Jardim Santa Paula,2083.75,2,Sim
421,Casa Padrão,3,2,2, Vila Lutfalla,2083.75,0,Sim
422,Apartamento Padrão,2,1,1, Parque Sabará,1250.0,0,Sim
423,Casa Padrão,2,1,0, Jardim São João Batista,1481.66,0,Sim
424,Apartamento Kitchnet ...,4,1,1, Núcleo Residencial Silvio Vilar,1875.0,1,Não
425,Apartamento Padrão,2,1,1, Jardim Nova Santa Paula,875.0,0,Sim
426,Apartamento Padrão,2,2,0, Núcleo Residencial Silvio Vilar,1062.5,0,Sim
427,Apartamento Padrão,3,2,2, Centro,2917.5,1,Sim
428,Casa Padrão,3,1,1, Jardim Lutfalla,2500.0,1,Sim
429,Apartamento Padrão,2,1,1, Parque Sabará,875.0,0,Sim
430,Apartamento Padrão,2,1,1, Jardim Ipanema,882.5,0,Sim
431,Apartamento Padrão,2,1,0, Jardim Santa Paula,1000.0,0,Sim
432,Casa Padrão,2,1,4, Residencial Astolpho Luiz do Prado,1162.5,0,Sim
433,Apartamento Padrão,2,1,1, Vila Izabel,625.0,0,Sim
434,Apartamento Padrão,2,1,0, Jardim Gibertoni,2811.25,0,Sim
435,Casa Padrão,4,2,2, Vila Nery,5000.0,1,Sim
436,Apartamento Kitnet,1,1,1, Jardim Hikare,1105.0,0,Sim
437,Casa Padrão,2,1,2, Cidade Aracy,1667.5,1,Sim
438,Casa Edícula,1,1,1, Parque Santa Felícia Jardim,1111.25,0,Não
439,Casa Padrão,3,2,0, Vila Monteiro Gleba I,2778.75,0,Sim
440,Apartamento Padrão,1,1,1, Jardim Lutfalla,1215.63,0,Sim
441,Casa Padrão,3,2,4, Jardim Paraíso,8750.0,1,Sim
442,Apartamento Padrão,3,1,1, Jardim Ipanema,1111.25,1,Não
443,Apartamento Padrão,1,1,1, Parque Arnold Schimidt,1000.0,0,Sim
444,Casa Padrão,4,5,2, Parque Santa Mônica,5000.0,4,Sim
445,Apartamento Padrão,1,1,1, Vila Brasília,695.0,0,Sim
446,Casa Padrão,2,1,2, Vila Brasília,4167.5,1,Sim
447,Apartamento Padrão,2,1,1, Cidade Jardim,1362.5,1,Sim
448,Apartamento Padrão,2,1,1, Jardim Nova Santa Paula,1042.5,0,Sim
449,Apartamento Padrão,1,1,1, Jardim Alvorada,831.2,0,Sim
450,Apartamento Padrão,2,1,1, Jardim Paraíso,956.25,1,Sim
451,Apartamento Padrão,1,1,1, Jardim Alvorada,1387.5,1,Sim
452,Apartamento Padrão,1,1,1, Cidade Jardim,1250.0,0,Sim
453,Apartamento Kitnet,2,2,0, Centro,1390.0,0,Sim
454,Casa Padrão,3,2,8, Jardim Alvorada,6250.0,2,Sim
455,Apartamento Padrão,2,1,1, Centro,830.74,0,Sim
456,Apartamento Padrão,1,1,1, Jardim Alvorada,833.75,0,Sim
457,Apartamento Padrão,2,1,1, Cidade Jardim,1390.0,1,Sim
458,Apartamento Padrão,2,1,1, Vila Rancho Velho,1337.5,0,Sim
459,Casa Padrão,1,3,2, Jardim Santa Tereza,2125.0,1,Sim
460,Apartamento Padrão,2,1,1, Jardim Tabaiacy,695.0,0,Sim
461,Apartamento Padrão,2,2,1, Centro,1875.0,0,Sim
462,Apartamento Kitchnet ...,1,1,1, Recreio dos Bandeirantes,695.0,0,Não
463,Casa Padrão,6,1,3, Vila Elizabeth,9722.5,2,Sim
464,Apartamento Padrão,1,1,1, Jardim Gibertoni,1875.0,0,Não
465,Casa Padrão,2,1,3, Centro,5556.25,0,Sim
466,Apartamento Padrão,1,1,1, Jardim Bandeirantes,937.5,0,Sim
467,Casa Padrão,3,1,5, Parque Santa Felícia Jardim,3472.5,1,Sim
468,Apartamento Padrão,1,1,1, Núcleo Residencial Silvio Vilar,906.25,0,Sim
469,Apartamento Padrão,2,1,1, Jardim Sao Carlos,833.75,0,Sim
470,Casa Padrão,3,1,3, Jardim Ricetti,3125.0,1,Sim
471,Casa Padrão,4,2,2, Jardim Paraíso,5556.25,2,Sim
472,Apartamento Padrão,1,1,0, Jardim Centenário,997.5,0,Sim
473,Apartamento Padrão,2,1,1, Vila Nery,1062.5,0,Sim
474,Casa Padrão,4,1,1, Jardim Bethânia,2750.0,1,Não
475,Casa Padrão,3,1,2, Centro,11250.0,1,Sim
476,Casa Padrão,3,2,4, Jardim Botafogo,4861.25,1,Sim
477,Apartamento Padrão,2,1,1, Centro,1042.5,1,Sim
478,Apartamento Padrão,1,1,1, Cidade Jardim,1181.25,0,Sim
479,Casa Padrão,1,1,0, Jardim Tangará,972.5,0,Sim
480,Apartamento Padrão,1,1,0, Vila Monteiro Gleba I,875.0,1,Sim
481,Casa Padrão,2,1,1, Centro,2361.25,0,Sim
482,Casa Padrão,3,2,2, Jardim dos Coqueiros,1528.75,0,Sim
483,Casa Padrão,2,1,2, Cidade Jardim,2165.0,0,Sim
484,Casa Padrão,3,1,3, Jardim Cruzeiro do Sul,4125.0,1,Sim
485,Casa Sobrado,6,3,4, Planalto Paraíso,4167.5,2,Sim
486,Apartamento Padrão,2,1,2, Jardim Gibertoni,1667.5,1,Sim
487,Casa Padrão,4,1,2, Núcleo Residencial Silvio Vilar,2383.75,2,Sim
488,Apartamento Padrão,2,1,1, Vila Nery,972.5,0,Não
489,Casa Padrão,2,3,1, Centro,4167.5,0,Sim
490,Apartamento Padrão,3,1,1, Centro,2361.25,1,Sim
491,Apartamento Padrão,1,1,1, Jardim Santa Paula,937.5,0,Sim
492,Apartamento Padrão,2,1,1, Jardim Paulistano,1200.0,0,Sim
493,Apartamento Padrão,3,1,1, Jardim Gibertoni,1875.0,1,Sim
494,Apartamento Padrão,2,1,1, Centro,972.5,0,Sim
495,Apartamento Padrão,1,1,0, Jardim Jockei Club A,487.5,0,Sim
496,Apartamento Padrão,2,1,1, Jardim Nova Santa Paula,1000.0,0,Sim
497,Casa Padrão,2,1,0, Vila Lutfalla,5000.0,0,Sim
498,Apartamento Padrão,1,1,1, Jardim Santa Paula,695.0,0,Sim
499,Apartamento Padrão,1,1,1, Jardim Sao Carlos,695.0,1,Não
500,Apartamento Padrão,2,1,0, Cidade Jardim,1250.0,0,Sim
501,Casa Padrão,5,2,3, Parque Santa Mônica,7500.0,4,Sim
502,Apartamento Flat,1,1,0, Jardim Santa Paula,695.0,0,Sim
503,Apartamento Padrão,2,1,1, Cidade Jardim,1625.0,1,Sim
504,Apartamento Padrão,1,1,0, Nova Estancia,687.5,0,Não
505,Casa Sobrado,4,2,3, Jardim Cruzeiro do Sul,3070.66,0,Sim
506,Apartamento Padrão,1,1,0, Cidade Jardim,625.0,0,Sim
507,Apartamento Padrão,2,2,1, Vila Monteiro Gleba I,2062.5,0,Sim
508,Casa Padrão,3,1,1, Jardim Cruzeiro do Sul,2050.0,1,Sim
509,Casa Padrão,4,3,1, Centro,3750.0,0,Sim
510,Apartamento Padrão,1,1,1, Cidade Jardim,1000.0,0,Sim
511,Apartamento Padrão,3,1,2, Vila Brasília,1250.0,1,Sim
