,Tipo,Dormitórios,Banheiros,Garagens,Bairro,Valor,Suítes,Mobiliado
1353,Apartamento Padrão,2,1,1, Vila Nery,1062.5,0,Sim
1354,Casa Padrão,4,1,1, Jardim Bethânia,2750.0,1,Não
1355,Casa Padrão,3,1,2, Centro,11250.0,1,Sim
1356,Casa Padrão,3,2,4, Jardim Botafogo,4861.25,1,Sim
1357,Apartamento Padrão,2,1,1, Centro,1042.5,1,Sim
1358,Apartamento Padrão,1,1,1, Cidade Jardim,1181.25,0,Sim
1359,Casa Padrão,1,1,0, Jardim Tangará,972.5,0,Sim
1360,Apartamento Padrão,1,1,0, Vila Monteiro Gleba I,875.0,1,Sim
1361,Casa Padrão,2,1,1, Centro,2361.25,0,Sim
1362,Casa Padrão,3,2,2, Jardim dos Coqueiros,1528.75,0,Sim
1363,Casa Padrão,2,1,2, Cidade Jardim,2165.0,0,Sim
1364,Casa Padrão,3,1,3, Jardim Cruzeiro do Sul,4125.0,1,Sim
1365,Casa Sobrado,6,3,4, Planalto Paraíso,4167.5,2,Sim
1366,Apartamento Padrão,2,1,2, Jardim Gibertoni,1667.5,1,Sim
1367,Casa Padrão,4,1,2, Núcleo Residencial Silvio Vilar,2383.75,2,Sim
1368,Apartamento Padrão,2,1,1, Vila Nery,972.5,0,Não
1369,Casa Padrão,2,3,1, Centro,4167.5,0,Sim
1370,Apartamento Padrão,3,1,1, Centro,2361.25,1,Sim
1371,Apartamento Padrão,1,1,1, Jardim Santa Paula,937.5,0,Sim
1372,Apartamento Padrão,2,1,1, Jardim Paulistano,1200.0,0,Sim
1373,Apartamento Padrão,3,1,1, Jardim Gibertoni,1875.0,1,Sim
1374,Apartamento Padrão,2,1,1, Centro,972.5,0,Sim
1375,Apartamento Padrão,1,1,0, Jardim Jockei Club A,487.5,0,Sim
1376,Apartamento Padrão,2,1,1, Jardim Nova Santa Paula,1000.0,0,Sim
1377,Casa Padrão,2,1,0, Vila Lutfalla,5000.0,0,Sim
1378,Apartamento Padrão,1,1,1, Jardim Santa Paula,695.0,0,Sim
1379,Apartamento Padrão,1,1,1, Jardim Sao Carlos,695.0,1,Não
1380,Apartamento Padrão,2,1,0, Cidade Jardim,1250.0,0,Sim
1381,Casa Padrão,5,2,3, Parque Santa Mônica,7500.0,4,Sim
1382,Apartamento Flat,1,1,0, Jardim Santa Paula,695.0,0,Sim
1383,Apartamento Padrão,2,1,1, Cidade Jardim,1625.0,1,Sim
1384,Apartamento Padrão,1,1,0, Nova Estancia,687.5,0,Não
1385,Casa Sobrado,4,2,3, Jardim Cruzeiro do Sul,3070.66,0,Sim
1386,Apartamento Padrão,1,1,0, Cidade Jardim,625.0,0,Sim
1387,Apartamento Padrão,2,2,1, Vila Monteiro Gleba I,2062.5,0,Sim
1388,Casa Padrão,3,1,1, Jardim Cruzeiro do Sul,2050.0,1,Sim
1389,Casa Padrão,4,3,1, Centro,3750.0,0,Sim
1390,Apartamento Padrão,1,1,1, Cidade Jardim,1000.0,0,Sim
1391,Apartamento Padrão,3,1,2, Vila Brasília,1250.0,1,Sim
